sample_id	splice_id	gene_symbol	gene_tpm	preference	psi	dpsi	mean_ctrl	std_dev_ctrl	count_ctrl	domain_type	domain_coverage	domain_overlap_start	domain_overlap_end	Brain - Cortex_avg	Brain - Cortex_stdev	Brain - Cerebellum_avg	Brain - Cerebellum_stdev	Brain - Frontal Cortex (BA9)_avg	Brain - Frontal Cortex (BA9)_stdev	Brain - Caudate (basal ganglia)_avg	Brain - Caudate (basal ganglia)_stdev	Brain - Nucleus accumbens (basal ganglia)_avg	Brain - Nucleus accumbens (basal ganglia)_stdev	Brain - Putamen (basal ganglia)_avg	Brain - Putamen (basal ganglia)_stdev	Brain - Hypothalamus_avg	Brain - Hypothalamus_stdev	Brain - Spinal cord (cervical c-1)_avg	Brain - Spinal cord (cervical c-1)_stdev	Brain - Hippocampus_avg	Brain - Hippocampus_stdev	Brain - Anterior cingulate cortex (BA24)_avg	Brain - Anterior cingulate cortex (BA24)_stdev	Brain - Substantia nigra_avg	Brain - Substantia nigra_stdev	Brain - Amygdala_avg	Brain - Amygdala_stdev	cohort.x	Forebrain_4 Week Post Conception_avg	Forebrain_4 Week Post Conception_stdev	Forebrain_5 Week Post Conception_avg	Forebrain_5 Week Post Conception_stdev	Forebrain_6 Week Post Conception_avg	Forebrain_6 Week Post Conception_stdev	Forebrain_7 Week Post Conception_avg	Forebrain_7 Week Post Conception_stdev	Forebrain_8 Week Post Conception_avg	Forebrain_8 Week Post Conception_stdev	Forebrain_9 Week Post Conception_avg	Forebrain_9 Week Post Conception_stdev	Forebrain_10 Week Post Conception_avg	Forebrain_10 Week Post Conception_stdev	Forebrain_11 Week Post Conception_avg	Forebrain_11 Week Post Conception_stdev	Forebrain_12 Week Post Conception_avg	Forebrain_12 Week Post Conception_stdev	Forebrain_13 Week Post Conception_avg	Forebrain_13 Week Post Conception_stdev	Forebrain_16 Week Post Conception_avg	Forebrain_16 Week Post Conception_stdev	Forebrain_18 Week Post Conception_avg	Forebrain_18 Week Post Conception_stdev	Forebrain_19 Week Post Conception_avg	Forebrain_19 Week Post Conception_stdev	Forebrain_Neonate_avg	Forebrain_Neonate_stdev	Forebrain_Infant_avg	Forebrain_Infant_stdev	Forebrain_Toddler_avg	Forebrain_Toddler_stdev	Forebrain_School Age Child_avg	Forebrain_School Age Child_stdev	Forebrain_Adolescent_avg	Forebrain_Adolescent_stdev	Forebrain_Young Adult_avg	Forebrain_Young Adult_stdev	Forebrain_Middle Adult_avg	Forebrain_Middle Adult_stdev	Forebrain_Elderly_avg	Forebrain_Elderly_stdev	Hindbrain_4 Week Post Conception_avg	Hindbrain_4 Week Post Conception_stdev	Hindbrain_5 Week Post Conception_avg	Hindbrain_5 Week Post Conception_stdev	Hindbrain_6 Week Post Conception_avg	Hindbrain_6 Week Post Conception_stdev	Hindbrain_7 Week Post Conception_avg	Hindbrain_7 Week Post Conception_stdev	Hindbrain_8 Week Post Conception_avg	Hindbrain_8 Week Post Conception_stdev	Hindbrain_9 Week Post Conception_avg	Hindbrain_9 Week Post Conception_stdev	Hindbrain_10 Week Post Conception_avg	Hindbrain_10 Week Post Conception_stdev	Hindbrain_11 Week Post Conception_avg	Hindbrain_11 Week Post Conception_stdev	Hindbrain_12 Week Post Conception_avg	Hindbrain_12 Week Post Conception_stdev	Hindbrain_13 Week Post Conception_avg	Hindbrain_13 Week Post Conception_stdev	Hindbrain_16 Week Post Conception_avg	Hindbrain_16 Week Post Conception_stdev	Hindbrain_18 Week Post Conception_avg	Hindbrain_18 Week Post Conception_stdev	Hindbrain_19 Week Post Conception_avg	Hindbrain_19 Week Post Conception_stdev	Hindbrain_Neonate_avg	Hindbrain_Neonate_stdev	Hindbrain_Infant_avg	Hindbrain_Infant_stdev	Hindbrain_Toddler_avg	Hindbrain_Toddler_stdev	Hindbrain_School Age Child_avg	Hindbrain_School Age Child_stdev	Hindbrain_Adolescent_avg	Hindbrain_Adolescent_stdev	Hindbrain_Young Adult_avg	Hindbrain_Young Adult_stdev	Hindbrain_Middle Adult_avg	Hindbrain_Middle Adult_stdev	Hindbrain_Elderly_avg	Hindbrain_Elderly_stdev	pediatrics_avg	pediatrics_stdev	SRR26129178	SRR26129084	SRR26129078	SRR26129066	SRR26129123	cohort.y
BS_VKYEM67A	chr10:COL13A1_69878039-69878065_69875127-69875163_69880502-69880553_+	COL13A1	22.15	Skipping	0.632	-0.3620000000000001	0.994	0.01039230484541327	3	EC	100	69878038	69878065	NA	NA	0.9952	0.0113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.961	0.0552	NA	NA	1	0	1	0	0.988	0.0268	1	0	1	0	NA	NA	0.978	NA	NA	NA	NA	pediatrics
BS_VYGCBBWB	chr10:COL13A1_69878039-69878065_69875127-69875163_69880502-69880553_+	COL13A1	88.64	Skipping	0.468	-0.5260000000000001	0.994	0.01039230484541327	3	EC	100	69878038	69878065	NA	NA	0.9952	0.0113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.961	0.0552	NA	NA	1	0	1	0	0.988	0.0268	1	0	1	0	NA	NA	0.978	NA	NA	NA	NA	pediatrics
BS_297H8BT4	chr10:COL13A1_69897475-69897531_69895549-69895576_69898696-69898762_+	COL13A1	10.63	Inclusion	0.614	0.5956666666666667	0.01833333333333333	0.03175426480542941	3	EC	100	69897474	69897531	NA	NA	0.0018	0.0028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.1315	0.0191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0315	0.0445	0.062	0.0877	NA	NA	0	0	0	0	NA	NA	NA	NA	0.0493	0.0707	0	0	0.006	0.0085	0.0033	0.0029	0.0017	0.0035	0.0024	0.0034	0	0	0.0025	0.0035	0.0015	0.0021	0.003	NA	0	NA	NA	pediatrics
BS_5YF9GK7D	chr10:COL13A1_69897475-69897531_69895549-69895576_69898696-69898762_+	COL13A1	13.22	Inclusion	0.875	0.8566666666666667	0.01833333333333333	0.03175426480542941	3	EC	100	69897474	69897531	NA	NA	0.0018	0.0028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.1315	0.0191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0315	0.0445	0.062	0.0877	NA	NA	0	0	0	0	NA	NA	NA	NA	0.0493	0.0707	0	0	0.006	0.0085	0.0033	0.0029	0.0017	0.0035	0.0024	0.0034	0	0	0.0025	0.0035	0.0015	0.0021	0.003	NA	0	NA	NA	pediatrics
BS_DRY58DTF	chr10:COL13A1_69897475-69897531_69895549-69895576_69898696-69898762_+	COL13A1	10.28	Inclusion	0.767	0.7486666666666667	0.01833333333333333	0.03175426480542941	3	EC	100	69897474	69897531	NA	NA	0.0018	0.0028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.1315	0.0191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0315	0.0445	0.062	0.0877	NA	NA	0	0	0	0	NA	NA	NA	NA	0.0493	0.0707	0	0	0.006	0.0085	0.0033	0.0029	0.0017	0.0035	0.0024	0.0034	0	0	0.0025	0.0035	0.0015	0.0021	0.003	NA	0	NA	NA	pediatrics
BS_FH4TA0XM	chr10:COL13A1_69897475-69897531_69895549-69895576_69898696-69898762_+	COL13A1	46.84	Inclusion	0.883	0.8646666666666667	0.01833333333333333	0.03175426480542941	3	EC	100	69897474	69897531	NA	NA	0.0018	0.0028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.1315	0.0191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0315	0.0445	0.062	0.0877	NA	NA	0	0	0	0	NA	NA	NA	NA	0.0493	0.0707	0	0	0.006	0.0085	0.0033	0.0029	0.0017	0.0035	0.0024	0.0034	0	0	0.0025	0.0035	0.0015	0.0021	0.003	NA	0	NA	NA	pediatrics
BS_VKYEM67A	chr10:COL13A1_69897475-69897531_69895549-69895576_69898696-69898762_+	COL13A1	22.15	Inclusion	0.435	0.4166666666666667	0.01833333333333333	0.03175426480542941	3	EC	100	69897474	69897531	NA	NA	0.0018	0.0028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.1315	0.0191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0315	0.0445	0.062	0.0877	NA	NA	0	0	0	0	NA	NA	NA	NA	0.0493	0.0707	0	0	0.006	0.0085	0.0033	0.0029	0.0017	0.0035	0.0024	0.0034	0	0	0.0025	0.0035	0.0015	0.0021	0.003	NA	0	NA	NA	pediatrics
BS_VYGCBBWB	chr10:COL13A1_69897475-69897531_69895549-69895576_69898696-69898762_+	COL13A1	88.64	Inclusion	0.893	0.8746666666666667	0.01833333333333333	0.03175426480542941	3	EC	100	69897474	69897531	NA	NA	0.0018	0.0028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.1315	0.0191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0315	0.0445	0.062	0.0877	NA	NA	0	0	0	0	NA	NA	NA	NA	0.0493	0.0707	0	0	0.006	0.0085	0.0033	0.0029	0.0017	0.0035	0.0024	0.0034	0	0	0.0025	0.0035	0.0015	0.0021	0.003	NA	0	NA	NA	pediatrics
BS_YS3ZJWN9	chr10:COL13A1_69897475-69897531_69895549-69895576_69898696-69898762_+	COL13A1	90.81	Inclusion	0.514	0.4956666666666667	0.01833333333333333	0.03175426480542941	3	EC	100	69897474	69897531	NA	NA	0.0018	0.0028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.1315	0.0191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0315	0.0445	0.062	0.0877	NA	NA	0	0	0	0	NA	NA	NA	NA	0.0493	0.0707	0	0	0.006	0.0085	0.0033	0.0029	0.0017	0.0035	0.0024	0.0034	0	0	0.0025	0.0035	0.0015	0.0021	0.003	NA	0	NA	NA	pediatrics
BS_333KCNDP	chr10:COL13A1_69898697-69898762_69895549-69895576_69902747-69902855_+	COL13A1	10.91	Skipping	0.509	-0.4755	0.9845	7.071067811864697e-4	2	EC	100	69898696	69898762	0.8345	0.0106	0.9861	0.0089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.6893	0.2317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7955	0.046	NA	NA	NA	NA	NA	NA	0.9185	0.0035	NA	NA	NA	NA	NA	NA	NA	NA	0.9847	0.0114	0.994	0.0014	0.9805	0.0163	NA	NA	0.988	NA	NA	NA	NA	pediatrics
BS_4B0BAVTX	chr10:COL13A1_69898697-69898762_69895549-69895576_69902747-69902855_+	COL13A1	13.24	Skipping	0.32	-0.6645000000000001	0.9845	7.071067811864697e-4	2	EC	100	69898696	69898762	0.8345	0.0106	0.9861	0.0089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.6893	0.2317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7955	0.046	NA	NA	NA	NA	NA	NA	0.9185	0.0035	NA	NA	NA	NA	NA	NA	NA	NA	0.9847	0.0114	0.994	0.0014	0.9805	0.0163	NA	NA	0.988	NA	NA	NA	NA	pediatrics
BS_5YF9GK7D	chr10:COL13A1_69898697-69898762_69895549-69895576_69902747-69902855_+	COL13A1	13.22	Skipping	0.04099999999999999	-0.9435	0.9845	7.071067811864697e-4	2	EC	100	69898696	69898762	0.8345	0.0106	0.9861	0.0089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.6893	0.2317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7955	0.046	NA	NA	NA	NA	NA	NA	0.9185	0.0035	NA	NA	NA	NA	NA	NA	NA	NA	0.9847	0.0114	0.994	0.0014	0.9805	0.0163	NA	NA	0.988	NA	NA	NA	NA	pediatrics
BS_DRY58DTF	chr10:COL13A1_69898697-69898762_69895549-69895576_69902747-69902855_+	COL13A1	10.28	Skipping	0.245	-0.7395	0.9845	7.071067811864697e-4	2	EC	100	69898696	69898762	0.8345	0.0106	0.9861	0.0089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.6893	0.2317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7955	0.046	NA	NA	NA	NA	NA	NA	0.9185	0.0035	NA	NA	NA	NA	NA	NA	NA	NA	0.9847	0.0114	0.994	0.0014	0.9805	0.0163	NA	NA	0.988	NA	NA	NA	NA	pediatrics
BS_FH4TA0XM	chr10:COL13A1_69898697-69898762_69895549-69895576_69902747-69902855_+	COL13A1	46.84	Skipping	0.061	-0.9235	0.9845	7.071067811864697e-4	2	EC	100	69898696	69898762	0.8345	0.0106	0.9861	0.0089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.6893	0.2317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7955	0.046	NA	NA	NA	NA	NA	NA	0.9185	0.0035	NA	NA	NA	NA	NA	NA	NA	NA	0.9847	0.0114	0.994	0.0014	0.9805	0.0163	NA	NA	0.988	NA	NA	NA	NA	pediatrics
BS_GGXGNP9S	chr10:COL13A1_69898697-69898762_69895549-69895576_69902747-69902855_+	COL13A1	10.86	Skipping	0.275	-0.7095	0.9845	7.071067811864697e-4	2	EC	100	69898696	69898762	0.8345	0.0106	0.9861	0.0089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.6893	0.2317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7955	0.046	NA	NA	NA	NA	NA	NA	0.9185	0.0035	NA	NA	NA	NA	NA	NA	NA	NA	0.9847	0.0114	0.994	0.0014	0.9805	0.0163	NA	NA	0.988	NA	NA	NA	NA	pediatrics
BS_VKYEM67A	chr10:COL13A1_69898697-69898762_69895549-69895576_69902747-69902855_+	COL13A1	22.15	Skipping	0.6459999999999999	-0.33850000000000013	0.9845	7.071067811864697e-4	2	EC	100	69898696	69898762	0.8345	0.0106	0.9861	0.0089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.6893	0.2317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7955	0.046	NA	NA	NA	NA	NA	NA	0.9185	0.0035	NA	NA	NA	NA	NA	NA	NA	NA	0.9847	0.0114	0.994	0.0014	0.9805	0.0163	NA	NA	0.988	NA	NA	NA	NA	pediatrics
BS_VMQMGSJY	chr10:COL13A1_69898697-69898762_69895549-69895576_69902747-69902855_+	COL13A1	19.66	Skipping	0.49700000000000005	-0.4875	0.9845	7.071067811864697e-4	2	EC	100	69898696	69898762	0.8345	0.0106	0.9861	0.0089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.6893	0.2317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7955	0.046	NA	NA	NA	NA	NA	NA	0.9185	0.0035	NA	NA	NA	NA	NA	NA	NA	NA	0.9847	0.0114	0.994	0.0014	0.9805	0.0163	NA	NA	0.988	NA	NA	NA	NA	pediatrics
BS_VYGCBBWB	chr10:COL13A1_69898697-69898762_69895549-69895576_69902747-69902855_+	COL13A1	88.64	Skipping	0.091	-0.8935000000000001	0.9845	7.071067811864697e-4	2	EC	100	69898696	69898762	0.8345	0.0106	0.9861	0.0089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.6893	0.2317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7955	0.046	NA	NA	NA	NA	NA	NA	0.9185	0.0035	NA	NA	NA	NA	NA	NA	NA	NA	0.9847	0.0114	0.994	0.0014	0.9805	0.0163	NA	NA	0.988	NA	NA	NA	NA	pediatrics
BS_YS3ZJWN9	chr10:COL13A1_69898697-69898762_69895549-69895576_69902747-69902855_+	COL13A1	90.81	Skipping	0.35100000000000003	-0.6335	0.9845	7.071067811864697e-4	2	EC	100	69898696	69898762	0.8345	0.0106	0.9861	0.0089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.6893	0.2317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7955	0.046	NA	NA	NA	NA	NA	NA	0.9185	0.0035	NA	NA	NA	NA	NA	NA	NA	NA	0.9847	0.0114	0.994	0.0014	0.9805	0.0163	NA	NA	0.988	NA	NA	NA	NA	pediatrics
BS_4B0BAVTX	chr10:COL13A1_69898697-69898762_69897474-69897531_69902747-69902855_+	COL13A1	13.24	Skipping	0.2	-0.7146666666666666	0.9146666666666666	0.07770027884977851	3	EC	100	69898696	69898762	NA	NA	0.9953	0.0133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.2115	0.0629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.636	0.3544	0.983	0.0294	0.954	0.0651	1	0	0.9912	0.0175	0.9848	0.0143	0.9895	0.0148	0.914	0.1216	NA	NA	0.892	NA	NA	NA	NA	pediatrics
BS_5YF9GK7D	chr10:COL13A1_69898697-69898762_69897474-69897531_69902747-69902855_+	COL13A1	13.22	Skipping	0	-0.9146666666666666	0.9146666666666666	0.07770027884977851	3	EC	100	69898696	69898762	NA	NA	0.9953	0.0133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.2115	0.0629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.636	0.3544	0.983	0.0294	0.954	0.0651	1	0	0.9912	0.0175	0.9848	0.0143	0.9895	0.0148	0.914	0.1216	NA	NA	0.892	NA	NA	NA	NA	pediatrics
BS_DRY58DTF	chr10:COL13A1_69898697-69898762_69897474-69897531_69902747-69902855_+	COL13A1	10.28	Skipping	0.023	-0.8916666666666666	0.9146666666666666	0.07770027884977851	3	EC	100	69898696	69898762	NA	NA	0.9953	0.0133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.2115	0.0629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.636	0.3544	0.983	0.0294	0.954	0.0651	1	0	0.9912	0.0175	0.9848	0.0143	0.9895	0.0148	0.914	0.1216	NA	NA	0.892	NA	NA	NA	NA	pediatrics
BS_DZNXFPH1	chr10:COL13A1_69898697-69898762_69897474-69897531_69902747-69902855_+	COL13A1	11.02	Skipping	0	-0.9146666666666666	0.9146666666666666	0.07770027884977851	3	EC	100	69898696	69898762	NA	NA	0.9953	0.0133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.2115	0.0629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.636	0.3544	0.983	0.0294	0.954	0.0651	1	0	0.9912	0.0175	0.9848	0.0143	0.9895	0.0148	0.914	0.1216	NA	NA	0.892	NA	NA	NA	NA	pediatrics
BS_FH4TA0XM	chr10:COL13A1_69898697-69898762_69897474-69897531_69902747-69902855_+	COL13A1	46.84	Skipping	0.004	-0.9106666666666666	0.9146666666666666	0.07770027884977851	3	EC	100	69898696	69898762	NA	NA	0.9953	0.0133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	gtex	0.2115	0.0629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.636	0.3544	0.983	0.0294	0.954	0.0651	1	0	0.9912	0.0175	0.9848	0.0143	0.9895	0.0148	0.914	0.1216	NA	NA	0.892	NA	NA	NA	NA	pediatrics
